iter	Passed	Remaining
1700	74821	37740
1701	74861	37694
1702	74903	37649
1703	74940	37602
1704	74984	37558
1705	75026	37513
1706	75066	37467
1707	75109	37422
1708	75147	37376
1709	75193	37333
1710	75233	37287
1711	75274	37241
1712	75311	37194
1713	75354	37149
1714	75397	37105
1715	75434	37058
1716	75476	37013
1717	75516	36967
1718	75556	36921
1719	75593	36874
1720	75633	36827
1721	75672	36781
1722	75711	36735
1723	75752	36689
1724	75798	36647
1725	75834	36599
1726	75872	36552
1727	75919	36509
1728	75957	36463
1729	75996	36416
1730	76033	36369
1731	76073	36323
1732	76114	36278
1733	76156	36233
1734	76199	36189
1735	76238	36142
1736	76275	36095
1737	76317	36051
1738	76354	36003
1739	76400	35961
1740	76437	35913
1741	76480	35869
1742	76517	35822
1743	76558	35777
1744	76595	35729
1745	76637	35685
1746	76678	35639
1747	76720	35595
1748	76759	35548
1749	76797	35502
1750	76835	35455
1751	76873	35409
1752	76911	35362
1753	76950	35316
1754	76991	35271
1755	77033	35226
1756	77074	35181
1757	77118	35137
1758	77160	35093
1759	77202	35048
1760	77245	35003
1761	77286	34958
1762	77325	34912
1763	77369	34868
1764	77409	34823
1765	77449	34777
1766	77489	34732
1767	77530	34687
1768	77575	34643
1769	77614	34597
1770	77658	34553
1771	77699	34508
1772	77737	34462
1773	77776	34416
1774	77815	34370
1775	77855	34324
1776	77893	34278
1777	77931	34232
1778	77974	34187
1779	78019	34144
1780	78062	34100
1781	78103	34055
1782	78142	34009
1783	78179	33962
1784	78221	33917
1785	78260	33872
1786	78302	33827
1787	78344	33782
1788	78382	33736
1789	78421	33690
1790	78460	33644
1791	78502	33600
1792	78540	33553
1793	78579	33508
1794	78621	33463
1795	78657	33416
1796	78697	33370
1797	78739	33326
1798	78781	33281
1799	78820	33236
1800	78863	33191
1801	78901	33145
1802	78947	33102
1803	78989	33058
1804	79032	33014
1805	79069	32967
1806	79110	32922
1807	79150	32877
1808	79190	32831
1809	79230	32786
1810	79274	32742
1811	79318	32699
1812	79360	32654
1813	79398	32608
1814	79439	32563
1815	79480	32518
1816	79520	32473
1817	79559	32427
1818	79597	32381
1819	79635	32335
1820	79679	32291
1821	79721	32247
1822	79758	32200
1823	79797	32155
1824	79838	32110
1825	79884	32067
1826	79924	32022
1827	79962	31976
1828	80001	31930
1829	80046	31887
1830	80085	31841
1831	80125	31796
1832	80165	31751
1833	80206	31706
1834	80248	31662
1835	80287	31616
1836	80326	31570
1837	80367	31526
1838	80412	31482
1839	80451	31437
1840	80496	31393
1841	80538	31349
1842	80575	31303
1843	80615	31258
1844	80657	31213
1845	80699	31169
1846	80739	31124
1847	80780	31079
1848	80819	31033
1849	80855	30987
1850	80896	30942
1851	80938	30898
1852	80978	30852
1853	81018	30808
1854	81057	30762
1855	81098	30717
1856	81138	30672
1857	81178	30627
1858	81221	30583
1859	81263	30539
1860	81302	30493
1861	81340	30448
1862	81378	30402
1863	81421	30358
1864	81461	30313
1865	81501	30268
1866	81540	30222
1867	81580	30177
1868	81623	30133
1869	81665	30089
1870	81704	30044
1871	81741	29998
1872	81781	29953
1873	81822	29908
1874	81864	29864
1875	81906	29819
1876	81943	29773
1877	81986	29730
1878	82027	29685
1879	82070	29641
1880	82112	29597
1881	82154	29553
1882	82195	29508
1883	82236	29463
1884	82276	29418
1885	82323	29376
1886	82365	29331
1887	82404	29286
1888	82445	29242
1889	82488	29198
1890	82528	29153
1891	82568	29108
1892	82608	29063
1893	82648	29018
1894	82688	28973
1895	82726	28928
1896	82770	28884
1897	82807	28838
1898	82852	28795
1899	82895	28751
1900	82935	28706
1901	82975	28661
1902	83017	28617
1903	83057	28572
1904	83098	28528
1905	83136	28482
1906	83177	28438
1907	83214	28392
1908	83254	28347
1909	83294	28302
1910	83332	28257
1911	83370	28211
1912	83409	28166
1913	83452	28122
1914	83491	28077
1915	83529	28031
1916	83568	27986
1917	83609	27942
1918	83652	27898
1919	83694	27854
1920	83733	27809
1921	83770	27763
1922	83813	27719
1923	83851	27674
1924	83896	27631
1925	83939	27587
1926	83978	27542
1927	84021	27498
1928	84062	27454
1929	84105	27410
1930	84160	27370
1931	84208	27328
1932	84246	27283
1933	84287	27238
1934	84330	27194
1935	84371	27150
1936	84413	27106
1937	84451	27061
1938	84489	27015
1939	84530	26971
1940	84568	26925
1941	84607	26880
1942	84652	26837
1943	84688	26792
1944	84734	26748
1945	84776	26705
1946	84816	26660
1947	84854	26615
1948	84893	26570
1949	84936	26526
1950	84977	26482
1951	85021	26438
1952	85065	26395
1953	85104	26350
1954	85144	26305
1955	85183	26260
1956	85220	26214
1957	85260	26170
1958	85296	26124
1959	85338	26080
1960	85381	26036
1961	85419	25991
1962	85461	25947
1963	85500	25902
1964	85539	25857
1965	85582	25813
1966	85621	25769
1967	85660	25724
1968	85700	25679
1969	85740	25634
1970	85779	25590
1971	85818	25545
1972	85859	25501
1973	85899	25456
1974	85938	25411
1975	85982	25368
1976	86022	25323
1977	86066	25280
1978	86106	25235
1979	86149	25192
1980	86187	25147
1981	86230	25103
1982	86271	25059
1983	86314	25015
1984	86357	24971
1985	86400	24928
1986	86444	24884
1987	86481	24839
1988	86520	24794
1989	86563	24751
1990	86606	24707
1991	86649	24663
1992	86692	24620
1993	86734	24576
1994	86773	24531
1995	86814	24487
1996	86856	24443
1997	86895	24398
1998	86940	24355
1999	86975	24309
2000	87016	24265
2001	87059	24221
2002	87095	24176
2003	87134	24131
2004	87176	24087
2005	87215	24042
2006	87255	23998
2007	87296	23954
2008	87336	23909
2009	87377	23865
2010	87417	23821
2011	87461	23777
2012	87504	23734
2013	87541	23689
2014	87581	23644
2015	87624	23601
2016	87663	23556
2017	87702	23512
2018	87743	23467
2019	87789	23424
2020	87828	23380
2021	87871	23336
2022	87909	23291
2023	87946	23246
2024	87986	23202
2025	88027	23158
2026	88068	23114
2027	88109	23070
2028	88154	23027
2029	88195	22983
2030	88233	22938
2031	88271	22893
2032	88311	22848
2033	88350	22804
2034	88390	22760
2035	88432	22716
2036	88472	22671
2037	88511	22627
2038	88552	22583
2039	88593	22539
2040	88637	22495
2041	88675	22451
2042	88709	22405
2043	88747	22360
2044	88786	22316
2045	88824	22271
2046	88862	22226
2047	88901	22181
2048	88945	22138
2049	88989	22095
2050	89029	22051
2051	89073	22007
2052	89115	21964
2053	89159	21920
2054	89200	21876
2055	89239	21832
2056	89280	21788
2057	89321	21744
2058	89360	21699
2059	89403	21656
2060	89438	21611
2061	89484	21568
2062	89522	21523
2063	89561	21479
2064	89607	21436
2065	89648	21392
2066	89691	21349
2067	89731	21304
2068	89771	21260
2069	89813	21216
2070	89855	21173
2071	89893	21128
2072	89935	21084
2073	89973	21039
2074	90019	20997
2075	90057	20952
2076	90099	20908
2077	90136	20864
2078	90177	20820
2079	90219	20776
2080	90259	20732
2081	90301	20688
2082	90341	20644
2083	90387	20601
2084	90425	20557
2085	90469	20513
2086	90508	20469
2087	90546	20425
2088	90588	20381
2089	90629	20337
2090	90672	20293
2091	90713	20250
2092	90751	20205
2093	90792	20161
2094	90833	20117
2095	90878	20074
2096	90917	20030
2097	90958	19986
2098	90998	19942
2099	91038	19898
2100	91081	19854
2101	91124	19811
2102	91167	19768
2103	91204	19723
2104	91241	19678
2105	91282	19634
2106	91320	19590
2107	91361	19546
2108	91403	19502
2109	91444	19458
2110	91484	19414
2111	91523	19370
2112	91565	19327
2113	91607	19283
2114	91646	19239
2115	91685	19195
2116	91728	19151
2117	91773	19108
2118	91816	19065
2119	91858	19021
2120	91899	18977
2121	91938	18933
2122	91978	18889
2123	92020	18845
2124	92059	18801
2125	92103	18758
2126	92141	18714
2127	92186	18671
2128	92227	18627
2129	92267	18583
2130	92308	18539
2131	92346	18495
2132	92389	18452
2133	92430	18408
2134	92471	18364
2135	92514	18321
2136	92551	18276
2137	92593	18232
2138	92630	18188
2139	92671	18144
2140	92715	18101
2141	92757	18057
2142	92799	18014
2143	92839	17970
2144	92878	17926
2145	92918	17882
2146	92958	17838
2147	93003	17795
2148	93043	17751
2149	93084	17707
2150	93120	17663
2151	93164	17619
2152	93211	17577
2153	93252	17533
2154	93294	17489
2155	93331	17445
2156	93372	17401
2157	93415	17358
2158	93454	17314
2159	93493	17270
2160	93531	17226
2161	93567	17181
2162	93605	17137
2163	93646	17093
2164	93689	17050
2165	93729	17006
2166	93773	16963
2167	93812	16919
2168	93849	16874
2169	93887	16830
2170	93928	16786
2171	93971	16743
2172	94015	16700
2173	94058	16657
2174	94103	16614
2175	94147	16570
2176	94188	16527
2177	94233	16484
2178	94277	16441
2179	94315	16397
2180	94353	16352
2181	94396	16309
2182	94436	16265
2183	94477	16222
2184	94514	16177
2185	94552	16133
2186	94595	16090
2187	94635	16046
2188	94676	16002
2189	94714	15958
2190	94749	15914
2191	94790	15870
2192	94826	15826
2193	94864	15781
2194	94907	15738
2195	94948	15694
2196	94986	15650
2197	95025	15607
2198	95060	15562
2199	95102	15519
2200	95143	15475
2201	95182	15431
2202	95224	15388
2203	95264	15344
2204	95305	15300
2205	95346	15257
2206	95385	15213
2207	95425	15169
2208	95462	15125
2209	95501	15081
2210	95542	15037
2211	95583	14994
2212	95620	14950
2213	95658	14906
2214	95701	14862
2215	95743	14819
2216	95781	14775
2217	95818	14731
2218	95858	14687
2219	95894	14643
2220	95934	14599
2221	95975	14556
2222	96018	14512
2223	96053	14468
2224	96092	14424
2225	96132	14381
2226	96171	14337
2227	96212	14293
2228	96256	14250
2229	96294	14206
2230	96336	14163
2231	96381	14120
2232	96421	14076
2233	96463	14033
2234	96504	13989
2235	96542	13946
2236	96588	13903
2237	96630	13859
2238	96671	13816
2239	96707	13772
2240	96752	13729
2241	96789	13685
2242	96828	13641
2243	96872	13598
2244	96913	13554
2245	96950	13510
2246	96993	13467
2247	97030	13423
2248	97070	13380
2249	97111	13336
2250	97155	13293
2251	97195	13250
2252	97235	13206
2253	97274	13162
2254	97315	13119
2255	97354	13075
2256	97394	13032
2257	97432	12988
2258	97471	12944
2259	97516	12901
2260	97556	12857
2261	97594	12814
2262	97633	12770
2263	97670	12726
2264	97708	12682
2265	97749	12639
2266	97787	12595
2267	97829	12552
2268	97868	12508
2269	97912	12465
2270	97953	12422
2271	97994	12378
2272	98038	12335
2273	98078	12292
2274	98118	12248
2275	98158	12205
2276	98197	12161
2277	98239	12118
2278	98285	12075
2279	98327	12032
2280	98369	11988
2281	98410	11945
2282	98455	11902
2283	98493	11858
2284	98534	11815
2285	98575	11772
2286	98617	11728
2287	98664	11686
2288	98707	11643
2289	98744	11599
2290	98785	11555
2291	98823	11512
2292	98861	11468
2293	98904	11425
2294	98946	11382
2295	98984	11338
2296	99023	11294
2297	99065	11251
2298	99109	11208
2299	99149	11165
2300	99191	11121
2301	99234	11078
2302	99272	11035
2303	99313	10991
2304	99355	10948
2305	99395	10905
2306	99438	10861
2307	99478	10818
2308	99520	10775
2309	99561	10731
2310	99600	10688
2311	99641	10645
2312	99679	10601
2313	99724	10558
2314	99764	10515
2315	99805	10471
2316	99848	10428
2317	99892	10385
2318	99935	10342
2319	99976	10299
2320	100017	10255
2321	100055	10212
2322	100092	10168
2323	100133	10125
2324	100174	10082
2325	100218	10039
2326	100257	9995
2327	100295	9951
2328	100336	9908
2329	100378	9865
2330	100419	9822
2331	100462	9779
2332	100501	9735
2333	100541	9692
2334	100583	9649
2335	100623	9605
2336	100664	9562
2337	100705	9519
2338	100741	9475
2339	100784	9432
2340	100825	9389
2341	100864	9345
2342	100905	9302
2343	100947	9259
2344	100988	9215
2345	101030	9172
2346	101069	9129
2347	101110	9086
2348	101148	9042
2349	101189	8999
2350	101228	8956
2351	101267	8912
2352	101309	8869
2353	101350	8826
2354	101389	8782
2355	101431	8739
2356	101471	8696
2357	101515	8653
2358	101554	8610
2359	101597	8566
2360	101639	8523
2361	101678	8480
2362	101718	8437
2363	101755	8393
2364	101795	8350
2365	101835	8306
2366	101870	8263
2367	101911	8220
2368	101953	8176
2369	101992	8133
2370	102037	8090
2371	102075	8047
2372	102115	8003
2373	102154	7960
2374	102195	7917
2375	102237	7874
2376	102276	7831
2377	102315	7787
2378	102354	7744
2379	102394	7701
2380	102433	7657
2381	102479	7614
2382	102519	7571
2383	102560	7528
2384	102601	7485
2385	102641	7442
2386	102681	7398
2387	102723	7355
2388	102768	7312
2389	102807	7269
2390	102845	7226
2391	102889	7183
2392	102930	7140
2393	102970	7096
2394	103014	7053
2395	103059	7011
2396	103098	6967
2397	103135	6924
2398	103182	6881
2399	103223	6838
2400	103265	6795
2401	103302	6752
2402	103350	6709
2403	103388	6666
2404	103430	6622
2405	103470	6579
2406	103514	6536
2407	103555	6493
2408	103598	6450
2409	103639	6407
2410	103680	6364
2411	103720	6321
2412	103759	6278
2413	103797	6234
2414	103842	6191
2415	103879	6148
2416	103919	6105
2417	103961	6062
2418	104008	6019
2419	104050	5976
2420	104091	5933
2421	104130	5890
2422	104168	5846
2423	104217	5804
2424	104253	5760
2425	104294	5717
2426	104340	5674
2427	104378	5631
2428	104421	5588
2429	104461	5545
2430	104505	5502
2431	104545	5459
2432	104589	5416
2433	104628	5373
2434	104670	5330
2435	104710	5287
2436	104749	5243
2437	104793	5200
2438	104830	5157
2439	104868	5114
2440	104906	5071
2441	104943	5028
2442	104982	4984
2443	105016	4941
2444	105057	4898
2445	105100	4855
2446	105139	4812
2447	105177	4769
2448	105216	4725
2449	105261	4683
2450	105301	4639
2451	105345	4597
2452	105383	4553
2453	105426	4510
2454	105466	4467
2455	105506	4424
2456	105548	4381
2457	105590	4338
2458	105628	4295
2459	105667	4252
2460	105706	4209
2461	105748	4166
2462	105788	4123
2463	105830	4080
2464	105871	4037
2465	105912	3994
2466	105950	3951
2467	105987	3907
2468	106029	3865
2469	106067	3821
2470	106112	3778
2471	106152	3735
2472	106192	3692
2473	106235	3649
2474	106272	3606
2475	106310	3563
2476	106353	3520
2477	106394	3477
2478	106435	3434
2479	106476	3391
2480	106516	3348
2481	106560	3305
2482	106602	3262
2483	106638	3219
2484	106677	3176
2485	106716	3133
2486	106756	3090
2487	106800	3047
2488	106843	3004
2489	106888	2961
2490	106929	2918
2491	106969	2875
2492	107015	2833
2493	107053	2790
2494	107096	2747
2495	107134	2704
2496	107176	2661
2497	107215	2618
2498	107256	2575
2499	107298	2532
2500	107336	2489
2501	107373	2446
2502	107415	2403
2503	107455	2360
2504	107494	2317
2505	107534	2274
2506	107575	2231
2507	107613	2188
2508	107652	2145
2509	107694	2102
2510	107739	2059
2511	107781	2016
2512	107817	1973
2513	107855	1930
2514	107895	1887
2515	107939	1844
2516	107977	1801
2517	108018	1758
2518	108058	1715
2519	108101	1672
2520	108140	1630
2521	108180	1587
2522	108219	1544
2523	108255	1501
2524	108293	1458
2525	108333	1415
2526	108368	1372
2527	108409	1329
2528	108451	1286
2529	108493	1243
2530	108534	1200
2531	108577	1157
2532	108620	1114
2533	108660	1072
2534	108704	1029
2535	108742	986
2536	108780	943
2537	108820	900
2538	108860	857
2539	108900	814
2540	108940	771
2541	108979	728
2542	109020	685
2543	109060	643
2544	109102	600
2545	109141	557
2546	109182	514
2547	109211	471
2548	109242	428
2549	109271	385
2550	109299	342
2551	109321	299
2552	109341	256
2553	109360	214
2554	109381	171
2555	109403	128
2556	109424	85
2557	109566	42
2558	109613	0
